ID,Fecha,Hora,Partido,Tipo_Apuesta,Estrategia,Cuota,Stake_EUR,Ganancia_Posible,Resultado,Beneficio_Real,ROI,Notas
1,25/10/2025,17:48,Valencia CF vs Villarreal CF,Combinada Over 0.5,Manual,1.533,20.00,30.66,Pendiente,0.00,0.00,"Over 0.5 Valencia + Over 0.5 2H"

